ImageID,distance,location
2359,182,"[208, 316]"
2360,215,"[282, 422]"
2361,417,"[212, 408]"
2362,368,"[277, 144]"
2363,416,"[318, 74]"
2364,246,"[209, 387]"
2365,451,"[251, 249]"
2366,86,"[253, 271]"
2367,490,"[220, 229]"
2368,207,"[318, 469]"
2369,289,"[202, 230]"
2370,355,"[277, 423]"
2371,79,"[219, 386]"
2372,256,"[291, 387]"
2373,470,"[256, 82]"
2374,340,"[236, 342]"
2375,182,"[243, 181]"
2376,187,"[269, 229]"
2377,411,"[290, 435]"
2378,485,"[215, 171]"
2379,262,"[255, 434]"
2380,233,"[322, 231]"
2381,275,"[256, 273]"
2382,453,"[240, 152]"
2383,382,"[291, 98]"
2384,115,"[269, 95]"
2385,284,"[251, 310]"
2386,170,"[271, 350]"
2387,110,"[304, 354]"
2388,396,"[257, 132]"
2389,246,"[228, 157]"
2390,423,"[306, 195]"
2391,396,"[319, 174]"
2392,419,"[224, 73]"
2393,375,"[237, 384]"
2394,415,"[287, 453]"
2395,427,"[321, 463]"
2396,378,"[307, 125]"
2397,270,"[218, 501]"
2398,120,"[322, 267]"
2399,385,"[250, 298]"
2400,169,"[206, 193]"
2401,482,"[262, 352]"
2402,490,"[221, 424]"
2403,309,"[322, 326]"
2404,262,"[284, 176]"
2405,144,"[271, 270]"
2406,232,"[281, 245]"
2407,385,"[314, 124]"
2408,296,"[293, 110]"
2409,438,"[321, 209]"
2410,112,"[223, 373]"
2411,237,"[320, 182]"
2412,229,"[319, 395]"
2413,155,"[211, 307]"
2414,361,"[240, 307]"
2415,479,"[256, 385]"
2416,214,"[280, 170]"
2417,461,"[213, 298]"
2418,261,"[237, 354]"
2419,308,"[330, 451]"
2420,263,"[255, 209]"
2421,311,"[224, 163]"
2422,340,"[309, 54]"
2423,372,"[313, 415]"
2424,173,"[222, 200]"
2425,149,"[257, 311]"
2426,197,"[236, 436]"
2427,222,"[204, 59]"
2428,231,"[242, 480]"
2429,192,"[206, 428]"
2430,158,"[305, 432]"
2431,225,"[204, 193]"
2432,151,"[257, 259]"
2433,274,"[289, 373]"
2434,181,"[313, 197]"
2435,160,"[316, 401]"
2436,348,"[263, 132]"
2437,295,"[229, 241]"
2438,83,"[265, 393]"
2439,332,"[308, 239]"
2440,157,"[266, 266]"
2441,198,"[304, 80]"
2442,165,"[272, 254]"
2443,86,"[241, 255]"
2444,141,"[227, 76]"
2445,194,"[279, 192]"
2446,210,"[268, 282]"
2447,188,"[217, 224]"
2448,211,"[219, 443]"
2449,101,"[307, 98]"
2450,186,"[259, 74]"
2451,181,"[319, 457]"
2452,468,"[255, 165]"
2453,376,"[246, 494]"
2454,145,"[284, 456]"
2455,244,"[292, 473]"
2456,390,"[217, 246]"
2457,472,"[313, 313]"
2458,337,"[247, 410]"
2459,102,"[255, 497]"
2460,423,"[299, 325]"
2461,260,"[318, 375]"
2462,95,"[218, 388]"
2463,408,"[222, 490]"
2464,113,"[256, 171]"
2465,250,"[295, 368]"
2466,170,"[319, 265]"
2467,407,"[253, 94]"
2468,136,"[204, 270]"
2469,151,"[227, 331]"
2470,108,"[277, 72]"
2471,256,"[329, 106]"
2472,368,"[319, 173]"
2473,354,"[210, 326]"
2474,242,"[214, 222]"
2475,285,"[280, 114]"
2476,307,"[312, 253]"
2477,297,"[302, 154]"
2478,193,"[263, 388]"
2479,478,"[303, 148]"
2480,459,"[307, 365]"
2481,287,"[317, 277]"
2482,362,"[296, 467]"
2483,308,"[302, 105]"
2484,139,"[242, 57]"
2485,134,"[208, 286]"
2486,193,"[209, 85]"
2487,484,"[272, 270]"
2488,426,"[208, 203]"
2489,155,"[294, 141]"
2490,464,"[323, 154]"
2491,482,"[219, 361]"
2492,246,"[233, 72]"
2493,364,"[219, 156]"
2494,191,"[206, 122]"
2495,468,"[227, 422]"
2496,305,"[327, 143]"
2497,281,"[229, 350]"
2498,85,"[266, 63]"
2499,309,"[283, 166]"
2500,165,"[262, 330]"
2501,295,"[308, 492]"
2502,302,"[267, 401]"
2503,302,"[276, 156]"
2504,100,"[287, 230]"
2505,101,"[272, 334]"
2506,293,"[239, 275]"
2507,277,"[272, 475]"
2508,235,"[275, 385]"
2509,189,"[298, 334]"
2510,147,"[251, 471]"
2511,237,"[249, 409]"
2512,217,"[324, 316]"
2513,385,"[327, 96]"
2514,397,"[220, 196]"
2515,107,"[227, 245]"
2516,338,"[275, 64]"
2517,132,"[274, 457]"
2518,210,"[278, 159]"
2519,477,"[233, 114]"
2520,373,"[262, 178]"
2521,218,"[308, 409]"
2522,269,"[211, 266]"
2523,156,"[211, 372]"
2524,472,"[315, 124]"
2525,454,"[232, 442]"
2526,323,"[221, 186]"
2527,148,"[321, 93]"
2528,441,"[303, 424]"
2529,73,"[318, 78]"
2530,446,"[308, 195]"
2531,453,"[327, 391]"
2532,182,"[326, 90]"
2533,297,"[237, 114]"
2534,370,"[243, 94]"
2535,211,"[222, 168]"
2536,420,"[294, 336]"
2537,225,"[256, 289]"
2538,476,"[282, 220]"
2539,304,"[315, 218]"
2540,285,"[253, 119]"
2541,341,"[236, 435]"
2542,276,"[303, 439]"
2543,75,"[209, 242]"
2544,488,"[265, 264]"
2545,209,"[221, 118]"
2546,181,"[201, 309]"
2547,375,"[291, 218]"
2548,392,"[258, 200]"
2549,254,"[318, 300]"
2550,127,"[209, 465]"
2551,156,"[254, 175]"
2552,163,"[279, 281]"
2553,128,"[229, 488]"
2554,174,"[233, 378]"
2555,103,"[296, 182]"
2556,308,"[305, 448]"
2557,368,"[249, 164]"
2558,377,"[240, 242]"
2559,392,"[280, 268]"
2560,236,"[305, 440]"
2561,363,"[201, 130]"
2562,316,"[278, 165]"
2563,477,"[273, 225]"
2564,327,"[220, 346]"
2565,291,"[280, 137]"
2566,401,"[227, 449]"
2567,107,"[309, 81]"
2568,488,"[214, 129]"
2569,376,"[279, 272]"
2570,441,"[245, 221]"
2571,310,"[296, 487]"
2572,92,"[230, 217]"
2573,91,"[244, 288]"
2574,431,"[247, 330]"
2575,236,"[256, 245]"
2576,427,"[272, 70]"
2577,83,"[218, 363]"
2578,479,"[282, 225]"
2579,309,"[220, 303]"
2580,237,"[220, 91]"
2581,319,"[298, 399]"
2582,418,"[286, 175]"
2583,217,"[285, 373]"
2584,317,"[218, 460]"
2585,311,"[238, 131]"
2586,304,"[298, 354]"
2587,273,"[304, 135]"
2588,330,"[216, 59]"
2589,113,"[257, 199]"
2590,197,"[302, 109]"
2591,255,"[320, 288]"
2592,121,"[220, 314]"
2593,374,"[213, 341]"
2594,367,"[315, 141]"
2595,289,"[258, 272]"
2596,78,"[216, 280]"
2597,466,"[268, 447]"
2598,213,"[229, 158]"
2599,138,"[294, 296]"
2600,362,"[257, 321]"
2601,201,"[312, 380]"
2602,381,"[325, 213]"
2603,315,"[290, 400]"
2604,231,"[295, 305]"
2605,313,"[245, 240]"
2606,228,"[260, 339]"
2607,285,"[237, 281]"
2608,180,"[303, 68]"
2609,387,"[214, 259]"
2610,434,"[308, 95]"
2611,410,"[206, 239]"
2612,361,"[277, 215]"
2613,369,"[278, 492]"
2614,252,"[244, 457]"
2615,211,"[203, 282]"
2616,76,"[242, 376]"
2617,80,"[322, 288]"
2618,487,"[230, 341]"
2619,109,"[315, 487]"
2620,292,"[209, 155]"
2621,349,"[238, 119]"
2622,71,"[261, 361]"
2623,144,"[215, 314]"
2624,283,"[294, 188]"
2625,177,"[321, 379]"
2626,391,"[325, 394]"
2627,172,"[247, 364]"
2628,88,"[317, 349]"
2629,414,"[207, 228]"
2630,319,"[318, 309]"
2631,446,"[274, 321]"
2632,233,"[251, 467]"
2633,238,"[253, 361]"
2634,188,"[265, 453]"
2635,155,"[287, 122]"
2636,479,"[228, 298]"
2637,161,"[231, 356]"
2638,65,"[212, 462]"
2639,371,"[214, 87]"
2640,222,"[245, 343]"
2641,172,"[230, 358]"
2642,97,"[318, 251]"
2643,272,"[327, 290]"
2644,257,"[319, 418]"
2645,143,"[301, 303]"
2646,175,"[215, 291]"
2647,249,"[246, 501]"
2648,441,"[313, 281]"
2649,270,"[286, 291]"
2650,256,"[220, 455]"
2651,133,"[252, 358]"
2652,183,"[326, 346]"
2653,437,"[262, 119]"
2654,479,"[273, 298]"
2655,343,"[317, 116]"
2656,433,"[256, 424]"
2657,357,"[224, 182]"
2658,466,"[300, 328]"
2659,485,"[309, 87]"
2660,162,"[225, 313]"
2661,483,"[204, 239]"
2662,403,"[255, 455]"
2663,115,"[290, 329]"
2664,335,"[278, 229]"
2665,214,"[247, 456]"
2666,297,"[325, 331]"
2667,354,"[273, 278]"
2668,169,"[264, 130]"
2669,152,"[268, 412]"
2670,158,"[273, 237]"
2671,186,"[206, 370]"
2672,122,"[235, 69]"
2673,103,"[207, 313]"
2674,189,"[319, 194]"
2675,276,"[246, 121]"
2676,316,"[273, 70]"
2677,356,"[289, 392]"
2678,451,"[213, 411]"
2679,286,"[305, 208]"
2680,315,"[248, 104]"
2681,450,"[326, 165]"
2682,451,"[241, 271]"
2683,100,"[271, 243]"
2684,420,"[309, 423]"
2685,274,"[297, 179]"
2686,291,"[322, 127]"
2687,371,"[325, 459]"
2688,122,"[219, 329]"
2689,472,"[321, 199]"
2690,286,"[288, 195]"
2691,306,"[261, 392]"
2692,345,"[212, 323]"
2693,376,"[205, 446]"
2694,163,"[220, 96]"
2695,91,"[320, 473]"
2696,449,"[264, 382]"
2697,453,"[289, 401]"
2698,142,"[283, 261]"
2699,391,"[206, 77]"
2700,225,"[280, 167]"
2701,187,"[299, 200]"
2702,88,"[290, 153]"
2703,88,"[207, 246]"
2704,107,"[237, 194]"
2705,155,"[231, 295]"
2706,147,"[300, 235]"
2707,143,"[263, 99]"
2708,335,"[224, 338]"
2709,466,"[260, 484]"
2710,148,"[215, 294]"
2711,192,"[304, 384]"
2712,289,"[216, 207]"
2713,423,"[250, 383]"
2714,257,"[311, 102]"
2715,140,"[324, 337]"
2716,401,"[229, 268]"
2717,141,"[214, 194]"
2718,276,"[235, 157]"
2719,188,"[204, 281]"
2720,379,"[283, 269]"
2721,399,"[324, 393]"
2722,295,"[210, 196]"
2723,450,"[267, 295]"
2724,135,"[253, 316]"
2725,87,"[233, 425]"
2726,330,"[215, 140]"
2727,309,"[280, 287]"
2728,383,"[324, 327]"
2729,443,"[324, 134]"
2730,277,"[229, 320]"
2731,138,"[315, 364]"
2732,385,"[212, 324]"
2733,378,"[255, 409]"
2734,354,"[207, 317]"
2735,108,"[244, 190]"
2736,185,"[309, 459]"
2737,417,"[317, 449]"
2738,326,"[282, 298]"
2739,400,"[292, 459]"
2740,372,"[234, 303]"
2741,292,"[233, 148]"
2742,95,"[276, 483]"
2743,169,"[274, 181]"
2744,94,"[324, 455]"
2745,173,"[259, 265]"
2746,486,"[218, 357]"
2747,223,"[230, 449]"
2748,331,"[314, 207]"
2749,208,"[287, 442]"
2750,488,"[254, 360]"
2751,458,"[235, 488]"
2752,215,"[226, 320]"
2753,444,"[266, 355]"
2754,478,"[242, 335]"
2755,402,"[250, 165]"
2756,314,"[213, 163]"
2757,180,"[303, 346]"
2758,490,"[267, 224]"
2759,182,"[228, 156]"
2760,361,"[301, 376]"
2761,174,"[245, 474]"
2762,408,"[283, 483]"
2763,246,"[233, 432]"
2764,326,"[262, 320]"
2765,472,"[245, 393]"
2766,113,"[287, 375]"
2767,258,"[260, 66]"
2768,465,"[257, 96]"
2769,125,"[243, 467]"
2770,452,"[322, 294]"
2771,142,"[227, 136]"
2772,482,"[237, 451]"
2773,196,"[245, 400]"
2774,204,"[291, 249]"
2775,425,"[288, 198]"
2776,105,"[267, 225]"
2777,198,"[312, 161]"
2778,123,"[211, 412]"
2779,79,"[298, 331]"
2780,241,"[298, 259]"
2781,109,"[288, 247]"
2782,113,"[270, 373]"
2783,247,"[207, 376]"
2784,255,"[288, 261]"
2785,470,"[272, 279]"
2786,300,"[285, 323]"
2787,394,"[234, 252]"
2788,277,"[235, 298]"
2789,186,"[213, 245]"
2790,190,"[293, 92]"
2791,120,"[238, 277]"
2792,275,"[224, 216]"
2793,142,"[201, 465]"
2794,456,"[240, 82]"
2795,100,"[296, 319]"
2796,234,"[302, 146]"
2797,444,"[254, 282]"
2798,148,"[251, 344]"
2799,285,"[249, 210]"
2800,373,"[292, 64]"
2801,143,"[223, 167]"
2802,293,"[241, 221]"
2803,112,"[259, 277]"
2804,439,"[314, 56]"
2805,309,"[299, 494]"
2806,246,"[325, 201]"
2807,300,"[325, 133]"
2808,222,"[222, 393]"
2809,462,"[292, 410]"
2810,299,"[308, 197]"
2811,216,"[277, 148]"
2812,470,"[323, 361]"
2813,465,"[213, 431]"
2814,447,"[226, 187]"
2815,459,"[210, 187]"
2816,467,"[254, 329]"
2817,186,"[321, 326]"
2818,449,"[305, 459]"
2819,297,"[209, 347]"
2820,151,"[218, 177]"
2821,167,"[283, 413]"
2822,417,"[235, 67]"
2823,374,"[283, 118]"
2824,258,"[219, 74]"
2825,176,"[303, 281]"
2826,396,"[243, 456]"
2827,168,"[306, 477]"
2828,485,"[240, 240]"
2829,317,"[233, 78]"
2830,139,"[315, 186]"
2831,240,"[258, 291]"
2832,446,"[314, 487]"
2833,106,"[298, 249]"
2834,118,"[277, 170]"
2835,343,"[298, 193]"
2836,266,"[247, 114]"
2837,322,"[295, 381]"
2838,95,"[287, 347]"
2839,119,"[256, 193]"
2840,326,"[327, 416]"
2841,373,"[320, 224]"
2842,234,"[270, 362]"
2843,222,"[319, 217]"
2844,176,"[244, 327]"
2845,163,"[279, 247]"
2846,466,"[295, 309]"
2847,448,"[262, 388]"
2848,214,"[300, 408]"
2849,99,"[207, 177]"
2850,387,"[201, 139]"
2851,222,"[264, 234]"
2852,192,"[280, 129]"
2853,133,"[281, 124]"
2854,459,"[293, 104]"
2855,80,"[224, 284]"
2856,90,"[273, 342]"
2857,446,"[254, 458]"
2858,108,"[279, 233]"
2859,203,"[279, 358]"
2860,350,"[279, 188]"
2861,400,"[233, 287]"
2862,312,"[316, 229]"
2863,129,"[230, 159]"
2864,136,"[246, 170]"
2865,428,"[260, 475]"
2866,361,"[284, 107]"
2867,300,"[241, 264]"
2868,235,"[205, 100]"
2869,94,"[228, 140]"
2870,253,"[277, 105]"
2871,189,"[306, 266]"
2872,470,"[321, 292]"
2873,473,"[304, 471]"
2874,221,"[252, 198]"
2875,151,"[276, 296]"
2876,369,"[247, 221]"
2877,216,"[326, 146]"
2878,352,"[319, 140]"
2879,147,"[293, 466]"
2880,354,"[291, 291]"
2881,122,"[282, 162]"
2882,316,"[255, 142]"
2883,457,"[300, 121]"
2884,391,"[235, 400]"
2885,192,"[274, 271]"
2886,103,"[234, 389]"
2887,135,"[319, 218]"
2888,217,"[265, 397]"
2889,153,"[243, 283]"
2890,292,"[263, 63]"
2891,486,"[263, 495]"
2892,300,"[263, 59]"
2893,347,"[252, 298]"
2894,376,"[250, 446]"
2895,436,"[207, 302]"
2896,363,"[326, 403]"
2897,198,"[271, 104]"
2898,321,"[233, 454]"
2899,350,"[308, 290]"
2900,68,"[281, 191]"
2901,448,"[234, 265]"
2902,115,"[304, 106]"
2903,229,"[263, 476]"
2904,440,"[311, 274]"
2905,198,"[317, 202]"
2906,373,"[277, 388]"
2907,100,"[313, 424]"
2908,156,"[304, 418]"
2909,250,"[230, 381]"
2910,105,"[234, 499]"
2911,469,"[327, 307]"
2912,481,"[221, 440]"
2913,195,"[262, 370]"
2914,291,"[238, 193]"
2915,414,"[228, 136]"
2916,486,"[289, 326]"
2917,189,"[312, 383]"
2918,91,"[298, 306]"
2919,104,"[316, 342]"
2920,78,"[287, 391]"
2921,208,"[286, 322]"
2922,408,"[301, 158]"
2923,297,"[293, 70]"
2924,129,"[253, 163]"
2925,93,"[218, 118]"
2926,356,"[272, 169]"
2927,195,"[268, 333]"
2928,206,"[272, 432]"
2929,122,"[217, 307]"
2930,124,"[327, 453]"
2931,250,"[222, 311]"
2932,411,"[304, 408]"
2933,338,"[226, 100]"
2934,132,"[241, 78]"
2935,156,"[315, 397]"
2936,174,"[210, 131]"
2937,113,"[222, 59]"
2938,122,"[318, 234]"
2939,198,"[264, 484]"
2940,273,"[234, 74]"
2941,112,"[291, 350]"
2942,270,"[325, 260]"
2943,430,"[294, 433]"
2944,490,"[311, 419]"
2945,217,"[248, 483]"
2946,264,"[327, 93]"
2947,435,"[320, 482]"
2948,425,"[319, 222]"
2949,86,"[230, 465]"
2950,359,"[227, 192]"
2951,182,"[262, 487]"
2952,145,"[280, 338]"
2953,163,"[275, 191]"
2954,184,"[263, 89]"
2955,136,"[234, 416]"
2956,102,"[320, 85]"
2957,436,"[260, 471]"
2958,323,"[205, 257]"
2959,380,"[331, 485]"
2960,64,"[300, 403]"
2961,449,"[278, 492]"
2962,118,"[201, 395]"
2963,166,"[259, 83]"
2964,364,"[242, 428]"
2965,286,"[294, 326]"
2966,199,"[323, 168]"
2967,390,"[267, 168]"
2968,169,"[206, 457]"
2969,248,"[274, 470]"
2970,469,"[208, 189]"
2971,304,"[313, 478]"
2972,352,"[306, 118]"
2973,411,"[212, 218]"
2974,453,"[306, 306]"
2975,118,"[234, 360]"
2976,237,"[265, 433]"
2977,168,"[254, 344]"
2978,453,"[285, 346]"
2979,491,"[242, 264]"
2980,308,"[258, 348]"
2981,233,"[205, 86]"
2982,466,"[263, 377]"
2983,82,"[213, 485]"
2984,217,"[306, 386]"
2985,153,"[252, 315]"
2986,246,"[219, 480]"
2987,343,"[260, 254]"
2988,92,"[206, 74]"
2989,200,"[246, 223]"
2990,245,"[257, 173]"
2991,101,"[256, 272]"
2992,385,"[299, 502]"
2993,483,"[269, 372]"
2994,131,"[204, 276]"
2995,409,"[237, 418]"
2996,421,"[238, 483]"
2997,232,"[288, 493]"
2998,257,"[218, 164]"
2999,364,"[209, 295]"
3000,376,"[329, 492]"
3001,353,"[267, 239]"
3002,417,"[243, 206]"
3003,345,"[261, 76]"
3004,226,"[235, 297]"
3005,485,"[257, 206]"
3006,222,"[263, 299]"
3007,420,"[307, 263]"
3008,410,"[272, 407]"
3009,255,"[248, 159]"
3010,135,"[282, 126]"
3011,198,"[204, 234]"
3012,428,"[305, 414]"
3013,185,"[263, 123]"
3014,357,"[298, 101]"
3015,332,"[320, 49]"
3016,149,"[204, 54]"
3017,294,"[306, 261]"
3018,310,"[241, 389]"
3019,354,"[235, 402]"
3020,194,"[259, 327]"
3021,177,"[282, 189]"
3022,103,"[323, 416]"
3023,447,"[206, 342]"
3024,327,"[319, 172]"
3025,338,"[283, 442]"
3026,485,"[306, 456]"
3027,455,"[298, 245]"
3028,388,"[258, 415]"
3029,275,"[237, 428]"
3030,77,"[256, 219]"
3031,193,"[328, 135]"
3032,66,"[259, 259]"
3033,232,"[320, 268]"
3034,323,"[281, 487]"
3035,132,"[232, 102]"
3036,266,"[247, 468]"
3037,427,"[251, 113]"
3038,302,"[252, 384]"
3039,152,"[247, 490]"
3040,248,"[294, 354]"
3041,427,"[209, 331]"
3042,450,"[215, 407]"
3043,192,"[302, 258]"
3044,373,"[273, 58]"
3045,391,"[209, 343]"
3046,170,"[310, 156]"
3047,455,"[218, 395]"
3048,71,"[209, 187]"
3049,357,"[257, 392]"
3050,280,"[201, 426]"
3051,375,"[220, 355]"
3052,439,"[232, 143]"
3053,396,"[255, 198]"
3054,109,"[295, 329]"
3055,378,"[204, 154]"
3056,329,"[286, 363]"
3057,245,"[209, 302]"
3058,292,"[214, 476]"
3059,394,"[270, 202]"
3060,241,"[259, 262]"
3061,195,"[273, 199]"
3062,459,"[251, 266]"
3063,290,"[256, 479]"
3064,385,"[206, 57]"
3065,406,"[273, 329]"
3066,471,"[268, 446]"
3067,101,"[218, 464]"
3068,340,"[308, 121]"
3069,384,"[221, 328]"
3070,305,"[216, 433]"
3071,403,"[228, 142]"
3072,157,"[315, 302]"
3073,258,"[216, 197]"
3074,434,"[229, 442]"
3075,119,"[228, 344]"
3076,441,"[261, 248]"
3077,440,"[264, 204]"
3078,191,"[247, 113]"
3079,130,"[300, 237]"
3080,135,"[328, 127]"
3081,264,"[319, 342]"
3082,402,"[289, 466]"
3083,410,"[289, 416]"
3084,471,"[237, 163]"
3085,218,"[293, 448]"
3086,333,"[279, 421]"
3087,153,"[224, 379]"
3088,185,"[215, 332]"
3089,335,"[327, 389]"
3090,292,"[318, 57]"
3091,436,"[327, 436]"
3092,299,"[226, 94]"
3093,227,"[202, 321]"
3094,365,"[298, 374]"
3095,323,"[317, 349]"
3096,226,"[220, 361]"
3097,229,"[300, 341]"
3098,200,"[231, 53]"
3099,157,"[241, 421]"
3100,469,"[307, 254]"
3101,373,"[247, 189]"
3102,317,"[229, 318]"
3103,464,"[301, 258]"
3104,147,"[328, 278]"
3105,335,"[324, 353]"
3106,253,"[314, 265]"
3107,240,"[276, 281]"
3108,395,"[245, 238]"
3109,100,"[308, 504]"
3110,128,"[280, 208]"
3111,354,"[256, 267]"
3112,315,"[208, 375]"
3113,277,"[323, 494]"
3114,436,"[286, 301]"
3115,277,"[253, 201]"
3116,156,"[251, 364]"
3117,302,"[245, 224]"
3118,236,"[279, 274]"
3119,393,"[235, 310]"
3120,287,"[327, 297]"
3121,140,"[258, 140]"
3122,270,"[205, 351]"
3123,192,"[280, 431]"
3124,119,"[290, 91]"
3125,112,"[250, 320]"
3126,448,"[207, 142]"
3127,264,"[301, 390]"
3128,264,"[321, 391]"
3129,109,"[326, 368]"
3130,131,"[243, 243]"
3131,137,"[316, 413]"
3132,316,"[259, 137]"
3133,265,"[279, 59]"
3134,447,"[265, 122]"
3135,84,"[328, 320]"
3136,430,"[227, 240]"
3137,124,"[303, 233]"
3138,196,"[218, 428]"
3139,357,"[232, 122]"
3140,196,"[272, 319]"
3141,491,"[289, 355]"
3142,439,"[307, 383]"
3143,265,"[220, 317]"
3144,474,"[198, 466]"
3145,120,"[220, 135]"
3146,131,"[212, 347]"
3147,87,"[260, 322]"
3148,275,"[327, 189]"
3149,144,"[234, 359]"
3150,123,"[322, 159]"
3151,257,"[300, 460]"
3152,316,"[302, 282]"
3153,291,"[237, 277]"
3154,286,"[288, 132]"
3155,384,"[232, 138]"
3156,137,"[268, 481]"
3157,230,"[294, 321]"
3158,431,"[306, 282]"
3159,487,"[221, 431]"
3160,152,"[311, 480]"
3161,244,"[212, 463]"
3162,142,"[237, 176]"
3163,438,"[234, 269]"
3164,398,"[305, 275]"
3165,341,"[315, 181]"
3166,422,"[290, 371]"
3167,269,"[287, 140]"
3168,183,"[236, 66]"
3169,88,"[320, 353]"
3170,132,"[208, 474]"
3171,476,"[214, 449]"
3172,464,"[288, 154]"
3173,280,"[240, 330]"
3174,425,"[290, 334]"
3175,467,"[241, 453]"
3176,373,"[308, 217]"
3177,401,"[224, 198]"
3178,330,"[251, 423]"
3179,411,"[331, 484]"
3180,110,"[311, 142]"
3181,108,"[256, 269]"
3182,113,"[233, 218]"
3183,267,"[200, 500]"
3184,159,"[309, 110]"
3185,220,"[229, 217]"
3186,404,"[305, 292]"
3187,119,"[243, 484]"
3188,195,"[327, 392]"
3189,456,"[283, 216]"
3190,89,"[280, 495]"
3191,148,"[228, 252]"
3192,183,"[319, 203]"
3193,177,"[309, 179]"
3194,479,"[227, 336]"
3195,230,"[294, 77]"
3196,309,"[242, 246]"
3197,432,"[260, 218]"
3198,261,"[260, 273]"
3199,255,"[317, 359]"
3200,303,"[318, 74]"
3201,433,"[315, 194]"
3202,138,"[286, 195]"
3203,220,"[301, 339]"
3204,397,"[249, 103]"
3205,419,"[306, 200]"
3206,114,"[237, 501]"
3207,162,"[275, 422]"
3208,124,"[262, 421]"
3209,180,"[304, 467]"
3210,187,"[216, 110]"
3211,279,"[238, 98]"
3212,135,"[329, 367]"
3213,222,"[271, 477]"
3214,411,"[215, 151]"
3215,327,"[306, 229]"
3216,171,"[240, 228]"
3217,156,"[273, 156]"
3218,357,"[324, 318]"
3219,125,"[291, 278]"
3220,148,"[242, 386]"
3221,103,"[313, 431]"
3222,180,"[311, 173]"
3223,195,"[237, 281]"
3224,476,"[316, 408]"
3225,393,"[232, 331]"
3226,325,"[218, 466]"
3227,434,"[316, 146]"
3228,407,"[265, 396]"
3229,332,"[237, 245]"
3230,99,"[230, 91]"
3231,429,"[201, 174]"
3232,400,"[292, 292]"
3233,334,"[228, 219]"
3234,91,"[282, 208]"
3235,365,"[319, 218]"
3236,355,"[314, 417]"
3237,310,"[205, 360]"
3238,421,"[324, 118]"
3239,138,"[326, 93]"
3240,303,"[321, 334]"
3241,359,"[275, 71]"
3242,281,"[311, 401]"
3243,204,"[324, 168]"
3244,199,"[244, 206]"
3245,178,"[243, 384]"
3246,134,"[216, 494]"
3247,91,"[276, 184]"
3248,70,"[295, 137]"
3249,445,"[325, 254]"
3250,284,"[231, 480]"
3251,347,"[238, 105]"
3252,312,"[315, 388]"
3253,250,"[286, 365]"
3254,325,"[323, 221]"
3255,118,"[314, 484]"
3256,454,"[264, 467]"
3257,360,"[212, 177]"
3258,306,"[300, 412]"
3259,212,"[327, 424]"
3260,146,"[260, 425]"
3261,403,"[213, 195]"
3262,407,"[276, 236]"
3263,307,"[272, 455]"
3264,285,"[217, 392]"
3265,250,"[278, 61]"
3266,221,"[255, 334]"
3267,473,"[297, 270]"
3268,187,"[257, 129]"
3269,282,"[303, 204]"
3270,250,"[213, 236]"
3271,247,"[317, 323]"
3272,268,"[332, 490]"
3273,361,"[250, 214]"
3274,255,"[301, 380]"
3275,160,"[297, 126]"
3276,197,"[293, 323]"
3277,184,"[264, 466]"
3278,287,"[268, 129]"
3279,401,"[228, 146]"
3280,126,"[290, 453]"
3281,263,"[230, 58]"
3282,384,"[282, 292]"
3283,485,"[214, 170]"
3284,433,"[286, 267]"
3285,130,"[307, 220]"
3286,174,"[204, 347]"
3287,183,"[280, 246]"
3288,199,"[280, 75]"
3289,383,"[231, 92]"
3290,315,"[289, 402]"
3291,114,"[287, 343]"
3292,444,"[275, 437]"
3293,103,"[258, 237]"
3294,319,"[226, 455]"
3295,152,"[261, 342]"
3296,152,"[261, 125]"
3297,115,"[228, 236]"
3298,260,"[326, 186]"
3299,486,"[252, 192]"
3300,280,"[259, 196]"
3301,309,"[237, 327]"
3302,185,"[254, 145]"
3303,436,"[264, 65]"
3304,239,"[326, 398]"
3305,127,"[275, 203]"
3306,265,"[296, 288]"
3307,264,"[247, 183]"
3308,411,"[232, 375]"
3309,323,"[306, 146]"
3310,225,"[312, 303]"
3311,461,"[258, 152]"
3312,273,"[306, 102]"
3313,331,"[253, 489]"
3314,470,"[241, 399]"
3315,125,"[304, 357]"
3316,318,"[303, 400]"
3317,445,"[300, 316]"
3318,309,"[287, 206]"
3319,450,"[264, 277]"
3320,387,"[323, 358]"
3321,483,"[215, 282]"
3322,101,"[222, 148]"
3323,151,"[229, 92]"
3324,313,"[234, 231]"
3325,399,"[297, 449]"
3326,66,"[242, 219]"
3327,459,"[286, 290]"
3328,180,"[223, 458]"
3329,422,"[229, 91]"
3330,233,"[305, 353]"
3331,284,"[238, 427]"
3332,86,"[253, 245]"
3333,361,"[309, 376]"
3334,472,"[231, 409]"
3335,285,"[312, 59]"
3336,258,"[277, 175]"
3337,471,"[326, 282]"
3338,259,"[258, 468]"
3339,259,"[212, 234]"
3340,345,"[282, 274]"
3341,193,"[302, 462]"
3342,103,"[292, 236]"
3343,302,"[296, 219]"
3344,237,"[294, 481]"
3345,459,"[323, 267]"
3346,375,"[226, 209]"
3347,67,"[220, 327]"
3348,416,"[321, 459]"
3349,163,"[204, 400]"
3350,82,"[283, 433]"
3351,468,"[216, 377]"
3352,143,"[266, 453]"
3353,332,"[329, 134]"
3354,306,"[237, 277]"
3355,234,"[226, 287]"
3356,396,"[243, 114]"
3357,479,"[234, 212]"
